id,123call,2appCat.social,123calltime,2appCat.entertainment,2sms,123appCat.travel,2appCat.travel,3appCat.entertainment,3circumplex.valence,3mood,1appCat.other,1appCat.office,2mood,3sms,2appCat.finance,2smstime,123appCat.communication,1appCat.unknown,123appCat.entertainment,weekday_0,target,123activity,2appCat.weather,1appCat.social,3calltime,3appCat.other,2circumplex.valence,1appCat.weather,123appCat.utilities,3smstime,1circumplex.valence,1appCat.utilities,1appCat.communication,1appCat.travel,123circumplex.valence,123appCat.other,123appCat.builtin,3screen,1mood,1appCat.builtin,3appCat.unknown,2appCat.game,3circumplex.arousal,weekday_4,2calltime,3appCat.social,123appCat.weather,123circumplex.arousal,2appCat.utilities,123mood,2activity,3appCat.finance,3call,2appCat.office,weekday_3,123appCat.finance,1screen,1calltime,weekday_1,1appCat.entertainment,3activity,3appCat.utilities,2appCat.builtin,1appCat.finance,1smstime,1activity,3appCat.office,2call,1call,2appCat.communication,weekday_5,2appCat.other,1sms,weekday_6,2circumplex.arousal,2appCat.unknown,2screen,123sms,1circumplex.arousal,123appCat.social,123appCat.game,3appCat.travel,1appCat.game,123appCat.office,123screen,3appCat.game,weekday_2,123appCat.unknown,3appCat.builtin,123smstime,3appCat.communication,3appCat.weather
AS14.17,4,67.10884210526316,930.0,80.2191111111111,0,34.39004166666667,43.1324375,107.28045,0.8,7.4,6.7749999999999995,269.322,7.0,1,,,33.11002030456853,,119.46748717948718,0,7.2,0.09953760385841895,,54.95784,,7.0372,0.6666666666666666,,10.401000000000002,1224.0,1.0,4.933,33.922552631578945,,0.8333333333333334,7.034285714285714,17.99416842105263,88.28912902262907,7.5,4.04125,,,0.8,0,930.0,51.80806666666666,,0.6666666666666666,14.046333333333335,7.333333333333333,0.16940873829279451,,0,,0,,66.00220754011623,,0,179.1651,0.07009270190040377,,10.46635294117647,,,0.06202266865015754,,4,0,21.261043859649124,0,7.2388,0,0,0.6666666666666666,,94.87572222285804,1,0.5,56.800756756756755,,16.90525,,269.322,86.8314688759721,,1,,32.87578082191781,1224.0,62.441288888888884,
AS14.17,6,54.95784,1012.0,179.1651,0,43.1324375,,80.2191111111111,0.6666666666666666,7.0,18.819833333333335,,7.5,0,,,24.861504587155963,,155.10180555555556,0,7.2,0.09901176559649319,,31.938739130434783,930.0,7.2388,1.0,,15.27288888888889,,0.8,21.36275,25.863515151515152,,0.8333333333333334,11.747533333333333,7.215728888888889,94.87572222285804,7.2,5.597953703703704,,,0.6666666666666666,0,,67.10884210526316,,0.4166666666666667,4.933,7.25,0.06202266865015754,,4,269.322,1,,83.28965884096489,1178.0,0,180.59070588235292,0.16940873829279451,14.046333333333335,4.04125,,,0.06853709704220674,,0,2,33.922552631578945,0,6.7749999999999995,0,0,0.5,,66.00220754011623,0,0.2,45.757733333333334,,43.1324375,,269.322,85.3487840954102,,0,,10.46635294117647,,21.261043859649124,
AS14.17,2,31.938739130434783,1178.0,180.59070588235292,0,43.86116666666666,,179.1651,1.0,7.5,9.0424,,7.2,0,,,51.20909090909091,,168.2460243902439,0,7.2,0.0737309778543694,,28.85596153846154,,6.7749999999999995,0.8,,15.886166666666666,,0.6,,97.80301999999999,43.86116666666666,0.7857142857142857,12.348733333333334,5.948425531914894,66.00220754011623,7.2,6.989273684210526,,,0.5,1,1178.0,54.95784,,0.35714285714285715,21.36275,7.285714285714286,0.06853709704220674,,0,,0,,86.94226867761184,,0,145.4567142857143,0.06202266865015754,4.933,5.597953703703704,,,0.0906331678707439,269.322,2,0,25.863515151515152,0,18.819833333333335,0,0,0.2,,83.28965884096489,0,0.4,35.31413008130081,,,,269.322,80.01400001223497,,0,,4.04125,,33.922552631578945,
AS14.17,3,28.85596153846154,1080.0,145.4567142857143,0,23.72468,43.86116666666666,180.59070588235292,0.8,7.2,25.520125,30.121,7.2,0,,,55.18634554973822,,163.81805555555556,0,6.8,0.13673569829972748,,36.2940625,1178.0,18.819833333333335,0.6,,21.36275,,1.0,,52.579319999999996,17.36578947368421,0.8,19.068,5.982254545454546,83.28965884096489,7.2,5.2299999999999995,,,0.2,0,,31.938739130434783,,0.4,,7.2,0.0906331678707439,,2,,0,,95.25470707874098,883.0,0,158.2028,0.06853709704220674,21.36275,6.989273684210526,,,0.2510368299862318,,0,1,97.80301999999999,1,9.0424,0,0,0.4,,86.94226867761184,0,0.6,31.777707692307693,,,,30.121,88.98394025369468,,0,,5.597953703703704,,25.863515151515152,
AS14.17,9,36.2940625,989.0,158.2028,0,21.31254054054054,17.36578947368421,145.4567142857143,0.6,7.2,9.0308,,7.2,0,,,52.50979487179487,,180.31,0,8.0,0.183652737847209,,40.85629032258065,,9.0424,1.0,,,,0.6,,20.083,16.28725,0.7333333333333333,16.36261111111111,5.570993174061433,86.94226867761184,6.8,4.6965079365079365,,,0.4,0,883.0,28.85596153846154,,0.5333333333333333,,7.066666666666666,0.2510368299862318,,0,30.121,0,21.08,47.07072132532714,1003.0,0,280.05699999999996,0.0906331678707439,,5.2299999999999995,21.08,1281.0,0.2092882156846513,,1,8,52.579319999999996,0,25.520125,1,1,0.6,,95.25470707874098,1,0.6,35.5822602739726,,43.86116666666666,,30.121,72.90963890237937,,0,,6.989273684210526,1281.0,97.80301999999999,
AS14.17,9,40.85629032258065,989.0,280.05699999999996,1,18.2863125,16.28725,158.2028,1.0,7.2,8.07475,,6.8,0,21.08,1281.0,34.91487654320988,,224.66872727272727,1,7.25,0.1747052254599145,,112.48299999999999,883.0,25.520125,0.6,,,,1.0,,18.055941176470586,59.765,0.8461538461538461,16.565529411764707,5.1474,95.25470707874098,8.0,9.386166666666666,,,0.6,0,1003.0,36.2940625,,0.6923076923076923,,7.230769230769231,0.2092882156846513,,1,,0,21.08,39.43559997876488,,0,,0.2510368299862318,,4.6965079365079365,,,0.008333333333333333,30.121,8,0,20.083,0,9.0308,0,0,0.6,,47.07072132532714,1,1.0,40.07350526315789,,17.36578947368421,,30.121,66.79821187358789,,0,,5.2299999999999995,1281.0,52.579319999999996,
AS14.17,8,112.48299999999999,1003.0,,0,281.66063333333335,59.765,280.05699999999996,0.6,6.8,38.74973333333333,,8.0,1,,,22.781,,237.4932727272727,0,7.4,0.11731118362707965,,131.91438095238095,1003.0,9.0308,1.0,,26.271,1281.0,1.0,26.271,27.675290909090908,482.03570588235294,0.8333333333333334,27.44579166666667,5.395726086956522,47.07072132532714,7.25,5.832858695652174,,,0.6,0,,40.85629032258065,,0.6666666666666666,,7.25,0.008333333333333333,21.08,8,,0,21.08,100.61508623073837,,1,186.4168,0.2092882156846513,,9.386166666666666,,,0.09798605176533887,,0,0,18.055941176470586,0,8.07475,0,0,1.0,,39.43559997876488,1,0.5,64.4735119047619,,16.28725,,,62.409420526944665,,0,,4.6965079365079365,1281.0,20.083,
AS14.17,4,131.91438095238095,1058.0,186.4168,0,381.4615,482.03570588235294,,1.0,8.0,42.71171428571429,60.748461538461534,7.25,0,,,37.58184615384616,,144.9152380952381,0,7.5,0.09386924981313689,,50.59018181818182,,8.07475,1.0,,19.06683333333333,,1.0,4.6585,48.01995238095238,34.44525,1.0,35.09719230769231,7.562982222222222,39.43559997876488,7.4,8.697636363636363,,,1.0,0,,112.48299999999999,,0.6666666666666666,26.271,7.5,0.09798605176533887,,0,,0,,49.47724562360531,1058.0,0,131.946,0.008333333333333333,,5.832858695652174,,932.0,0.146776392180804,,0,4,27.675290909090908,0,38.74973333333333,2,0,0.5,,100.61508623073837,2,0.6,90.81065909090908,,59.765,,60.748461538461534,64.53270054628504,,1,,9.386166666666666,932.0,18.055941176470586,
AS14.17,5,50.59018181818182,965.0,131.946,2,292.51524137931034,34.44525,186.4168,1.0,7.25,20.887777777777778,55.598,7.4,0,,932.0,34.46842934782609,,132.25827777777778,0,7.2,0.11164636956549777,,54.059185185185186,,38.74973333333333,1.0,,15.46725,,0.75,11.867666666666667,17.474977777777777,18.81925,0.9230769230769231,34.45864516129032,8.6794696485623,100.61508623073837,7.5,11.27637,,,0.5,0,1058.0,131.91438095238095,,0.46153846153846156,4.6585,7.384615384615385,0.146776392180804,,0,60.748461538461534,1,,83.16579774792271,592.0,0,114.53853333333333,0.09798605176533887,26.271,8.697636363636363,,,0.09017666475035048,,4,1,48.01995238095238,0,42.71171428571429,0,0,0.6,,49.47724562360531,2,0.25,76.3254857142857,,482.03570588235294,,59.78275,72.32887740244809,,0,,5.832858695652174,932.0,27.675290909090908,
AS14.17,6,54.059185185185186,962.0,114.53853333333333,0,19.844428571428573,18.81925,131.946,1.0,7.4,22.7182,36.243,7.5,2,,,37.508328125,,117.9645,0,7.0,0.1203854961012345,,46.77435483870968,1058.0,42.71171428571429,0.75,,11.177444444444445,932.0,1.0,20.074,37.80236507936508,14.266444444444444,0.9285714285714286,27.46746153846154,11.434530158730158,49.47724562360531,7.2,15.125808510638297,,,0.6,1,592.0,50.59018181818182,,0.35714285714285715,11.867666666666667,7.357142857142857,0.09017666475035048,,4,55.598,0,,88.19870589480676,949.0,0,109.75904761904762,0.146776392180804,4.6585,11.27637,,851.0,0.12420343137254904,60.748461538461534,1,1,17.474977777777777,0,20.887777777777778,1,0,0.25,,83.16579774792271,3,0.2,50.2823375,,34.44525,,58.39805882352941,71.31615278373161,,0,,8.697636363636363,905.0,48.01995238095238,
AS14.17,3,46.77435483870968,813.0,109.75904761904762,1,16.408941176470588,14.266444444444444,114.53853333333333,0.75,7.5,8.8764,22.353,7.2,0,,851.0,26.22431081081081,,128.65371739130435,0,7.0,0.12473870462110968,,39.766275862068966,592.0,20.887777777777778,1.0,,13.040000000000001,,0.8,,17.831875,,0.8571428571428571,19.148083333333332,10.749068702290076,83.16579774792271,7.0,3.923426470588235,,,0.25,0,949.0,54.059185185185186,,-0.07142857142857142,20.074,7.214285714285714,0.12420343137254904,,1,36.243,0,,66.88633826199698,897.0,0,189.5053,0.09017666475035048,11.867666666666667,15.125808510638297,,922.0,0.15983601774042955,55.598,1,1,37.80236507936508,1,22.7182,1,0,0.2,,88.19870589480676,2,-0.6,46.699137931034485,,18.81925,,38.58514285714286,80.35916116710534,,0,,11.27637,886.0,17.474977777777777,
AS14.17,5,39.766275862068966,1037.0,189.5053,1,12.020083333333334,,109.75904761904762,1.0,7.2,6.195142857142858,,7.0,1,,922.0,33.845227586206896,,142.243,0,7.25,0.15772641566042617,,39.9056,949.0,22.7182,0.8,,20.074,851.0,1.0,,43.160333333333334,5.281,0.9333333333333333,14.315,8.820164383561643,88.19870589480676,7.0,4.263105263157895,,,0.2,0,897.0,46.77435483870968,,-0.06666666666666667,,7.066666666666666,0.15983601774042955,,1,22.353,0,,63.473970160555496,1113.0,0,194.628,0.12420343137254904,20.074,3.923426470588235,,890.0,0.18913979786829993,36.243,1,3,17.831875,0,8.8764,3,1,-0.6,,66.88633826199698,5,0.2,42.88975714285714,,14.266444444444444,,25.8255,74.08144092559813,,0,,15.125808510638297,889.0,37.80236507936508,
AS14.17,4,39.9056,1059.0,194.628,3,5.281,5.281,189.5053,0.8,7.0,11.247222222222222,,7.0,1,,890.0,29.597425925925926,,224.8615,1,7.0,0.1286212916121745,,53.817,897.0,8.8764,1.0,,,922.0,1.25,,25.78896153846154,,1.0,8.998714285714286,4.3548940397350995,66.88633826199698,7.25,5.684576923076923,,,-0.6,0,1113.0,39.766275862068966,,-0.07142857142857142,,7.071428571428571,0.18913979786829993,,1,,0,,134.25399998256142,,0,303.94416666666666,0.15983601774042955,,4.263105263157895,,828.0,0.03688805922779405,22.353,3,0,43.160333333333334,0,6.195142857142858,1,0,0.2,,63.473970160555496,5,0.25,42.66220408163265,,,,22.353,77.05606749745235,,0,,3.923426470588235,884.0,17.831875,
AS14.17,3,53.817,1113.0,303.94416666666666,1,5.281,,194.628,1.0,7.0,7.731,,7.25,3,,828.0,34.1886,,269.0749285714286,0,7.0,0.09418615922468544,,102.56616666666667,1113.0,6.195142857142858,1.25,,,890.0,1.0,,29.237906249999998,,1.0833333333333333,8.830736842105264,4.573426229508197,63.473970160555496,7.0,4.286205128205128,,,0.2,0,,39.9056,,0.4166666666666667,,7.083333333333333,0.03688805922779405,,3,,0,,247.23345715658996,,1,291.218,0.18913979786829993,,5.684576923076923,,,0.04899951284861772,,0,0,25.78896153846154,0,11.247222222222222,0,0,0.25,,134.25399998256142,4,1.0,67.750625,,5.281,,,128.19260769807374,,0,,4.263105263157895,875.0,43.160333333333334,
AS14.17,3,102.56616666666667,1040.0,291.218,0,28.270599999999998,,303.94416666666666,1.25,7.25,8.052833333333334,301.6726666666667,7.0,1,,,28.699024691358023,25.867125,233.09347826086955,0,7.0,0.036630487682814045,,29.650510638297874,,11.247222222222222,1.0,,16.049,828.0,1.0,16.049,29.26073076923077,28.270599999999998,1.0833333333333333,9.596388888888889,14.448276041666666,134.25399998256142,7.0,19.363055118110235,,,0.25,0,,53.817,,0.5,,7.083333333333333,0.04899951284861772,,0,,0,,92.93240350380282,1040.0,0,182.5086923076923,0.03688805922779405,,4.286205128205128,,878.0,0.02606539516633098,,0,3,29.237906249999998,0,7.731,1,0,1.0,,247.23345715658996,2,0.4,45.83388405797101,,,,301.6726666666667,129.9806610137056,,1,25.867125,5.684576923076923,853.0,25.78896153846154,
AS14.17,3,29.650510638297874,1040.0,182.5086923076923,1,11.669872340425531,28.270599999999998,291.218,1.0,7.0,15.287833333333335,54.02885714285714,7.0,0,,878.0,23.33091393442623,,114.44136231884058,0,6.75,0.062163442724209095,,58.096714285714285,,7.731,1.0,,10.04,,1.0,4.031000000000001,15.8705,7.183189189189189,1.0,10.882466666666668,13.426100840336135,247.23345715658996,7.0,7.90475,,,1.0,0,1040.0,102.56616666666667,,0.5,16.049,7.0,0.02606539516633098,,0,301.6726666666667,1,,41.70604347590334,,0,83.82632692307692,0.04899951284861772,,19.363055118110235,,,0.10923143184508002,,3,0,29.26073076923077,0,8.052833333333334,0,0,0.4,25.867125,92.93240350380282,1,0.25,47.09208219178082,,,,128.322,83.74883225656325,,0,25.867125,4.286205128205128,878.0,29.237906249999998,
AS14.17,3,58.096714285714285,1040.0,83.82632692307692,0,13.117690909090909,7.183189189189189,182.5086923076923,1.0,7.0,23.289749999999998,51.251999999999995,7.0,1,,,25.58843710691824,,111.4403373493976,0,7.2,0.07869023683796514,,84.06521739130434,1040.0,8.052833333333334,1.0,,10.04,878.0,1.0,,31.88672641509434,21.623625,1.0,16.3181,12.945521582733813,92.93240350380282,6.75,7.222848101265823,25.867125,,0.4,1,,29.650510638297874,,0.5384615384615384,4.031000000000001,6.923076923076923,0.10923143184508002,,3,54.02885714285714,0,,85.55735789349211,,0,139.887,0.02606539516633098,16.049,7.90475,,,0.10077388350248442,301.6726666666667,0,0,15.8705,0,15.287833333333335,0,0,0.25,,41.70604347590334,1,1.0,49.29080952380952,,28.270599999999998,,121.31563636363637,68.74842161874516,,0,25.867125,19.363055118110235,878.0,29.26073076923077,
AS14.17,0,84.06521739130434,,139.887,0,8.92116923076923,21.623625,83.82632692307692,1.0,7.0,7.896400000000001,,6.75,0,,,22.007476377952756,,110.26732394366198,0,7.2,0.13912632186331,,11.49756,,15.287833333333335,1.0,,15.368000000000002,,1.0,19.147000000000002,12.3973,7.0554499999999996,1.0,16.711947368421054,6.357574712643678,41.70604347590334,7.2,5.4451218274111675,,,0.25,0,,58.096714285714285,,0.5384615384615384,,7.0,0.10077388350248442,,0,51.251999999999995,0,,11.51095283031464,,0,952.045,0.10923143184508002,4.031000000000001,7.222848101265823,,,0.20737365024236556,54.02885714285714,0,0,31.88672641509434,1,23.289749999999998,0,0,1.0,,85.55735789349211,0,0.4,25.82746296296296,,7.183189189189189,,53.68175,32.23537456366245,,0,,7.90475,,15.8705,
AS14.17,0,11.49756,,952.045,0,11.217785714285714,7.0554499999999996,139.887,1.0,6.75,7.8296,,7.2,0,,,23.569867924528303,,191.04077777777778,0,7.2,0.1580335785439276,,7.31992,,23.289749999999998,1.0,,19.147000000000002,,1.0,,16.983742424242426,,1.0,14.719333333333333,6.177654017857143,85.55735789349211,7.2,6.5365988372093025,,,1.0,0,,84.06521739130434,,0.5714285714285714,19.147000000000002,7.071428571428571,0.20737365024236556,,0,,0,,14.989086260049115,,0,211.01125,0.10077388350248442,,5.4451218274111675,,,0.1659532018869328,51.251999999999995,0,0,12.3973,0,7.896400000000001,0,1,0.4,,11.51095283031464,0,0.4,14.995580536912753,,21.623625,,51.251999999999995,22.699746555533306,,0,,7.222848101265823,,31.88672641509434,
AS14.17,0,7.31992,,211.01125,0,14.463458333333334,,952.045,1.0,7.2,11.0056,,7.2,0,,,18.919132075471698,,213.35881481481482,1,7.0,0.14966362369387806,,67.73839473684211,,7.896400000000001,1.0,,19.400000000000002,,1.0,20.159000000000002,26.251377358490565,51.503499999999995,1.0,8.910533333333333,5.9267822410147994,11.51095283031464,7.2,5.830615384615385,,,0.4,0,,11.49756,,0.2,,7.2,0.1659532018869328,,0,,0,,84.42392552913503,,0,173.36405555555555,0.20737365024236556,19.147000000000002,6.5365988372093025,,,0.0756640189523358,,0,0,16.983742424242426,0,7.8296,0,0,0.4,,14.989086260049115,0,-0.2,16.323456869009586,,7.0554499999999996,,,22.466091033343616,,0,,5.4451218274111675,,12.3973,
AS14.17,1,67.73839473684211,1014.0,173.36405555555555,0,5.968,51.503499999999995,211.01125,1.0,7.2,7.064285714285714,148.85,7.2,0,,,19.941903448275863,,184.9478076923077,0,7.0,0.10891051979524344,,9.9865625,,7.8296,1.0,,20.159000000000002,,1.0,,14.589461538461538,3.5713947368421053,1.0,8.448588235294118,5.982811475409836,14.989086260049115,7.0,5.100333333333333,,,0.4,0,,7.31992,,0.3333333333333333,20.159000000000002,7.133333333333334,0.0756640189523358,,0,,0,,9.809036360364974,1014.0,1,,0.1659532018869328,,5.830615384615385,,,0.0851143385464617,,0,1,26.251377358490565,0,11.0056,0,0,-0.2,,84.42392552913503,0,0.8,18.143713636363636,,,,148.85,24.905461536003997,,0,,6.5365988372093025,,16.983742424242426,
AS14.17,1,9.9865625,1014.0,,0,6.8294146341463415,3.5713947368421053,173.36405555555555,1.0,7.2,37.06369565217391,6.563000000000001,7.0,0,,,38.85733644859813,,137.7225,0,7.2,0.08767154740254854,,50.21646666666667,,11.0056,1.0,,20.159000000000002,,1.0,,48.480155555555555,41.286,1.0,27.341228571428573,7.502259649122807,84.42392552913503,7.0,11.788241758241758,,,-0.2,0,1014.0,67.73839473684211,,0.3333333333333333,,7.066666666666666,0.0851143385464617,,0,148.85,0,,55.044736483612525,,0,102.08094444444444,0.0756640189523358,20.159000000000002,5.100333333333333,,1272.0,0.10223628470884813,,1,0,14.589461538461538,0,7.064285714285714,1,0,0.8,,9.809036360364974,1,0.4,44.00123,,51.503499999999995,,53.992,43.491304665291324,,1,,5.830615384615385,1272.0,26.251377358490565,
AS14.17,3,50.21646666666667,838.0,102.08094444444444,1,6.183269662921348,41.286,,1.0,7.0,9.3402,27.628500000000003,7.0,0,,1272.0,33.37019426751593,,92.87114285714286,0,7.0,0.09957493388457296,,35.289344827586206,1014.0,7.064285714285714,1.0,,14.0485,,1.0,14.0485,23.229372549019608,17.846636363636364,1.0,27.103314285714287,7.697881944444444,9.809036360364974,7.2,6.404018691588785,,,0.8,0,,9.9865625,,0.6666666666666666,,7.066666666666666,0.10223628470884813,,1,6.563000000000001,1,,36.78519762062025,750.0,0,76.2935,0.0851143385464617,,11.788241758241758,,773.0,0.11137417839840907,148.85,0,2,48.480155555555555,0,37.06369565217391,1,0,0.4,,55.044736483612525,2,0.8,31.31269230769231,,3.5713947368421053,,43.4466,33.142166670163455,,0,,5.100333333333333,1023.0,14.589461538461538,
AS14.17,2,35.289344827586206,750.0,76.2935,1,21.452692307692306,17.846636363636364,102.08094444444444,1.0,7.0,8.7486,,7.2,1,,773.0,31.17303448275862,,101.14292105263158,0,7.0,0.10992044599272273,,53.28485714285714,,37.06369565217391,1.0,,6.5492,1272.0,1.0,1.5496666666666665,18.57661797752809,,1.0,28.573,8.330658823529411,55.044736483612525,7.0,6.427333333333333,,,0.4,1,750.0,50.21646666666667,,0.5333333333333333,14.0485,7.066666666666666,0.11137417839840907,,0,27.628500000000003,0,,45.084202017446934,,0,124.3039,0.10223628470884813,,6.404018691588785,,1225.0,0.116150874870911,6.563000000000001,2,0,23.229372549019608,0,9.3402,2,0,0.8,,36.78519762062025,4,0.4,46.228287356321836,,41.286,,17.095750000000002,45.29730676798426,,0,,11.788241758241758,1124.0,48.480155555555555,
AS14.17,3,53.28485714285714,866.0,124.3039,2,17.846636363636364,,76.2935,1.0,7.2,8.29675,,7.0,1,,1225.0,22.951395104895106,,138.92658620689656,0,7.0,0.13576017173768606,,8.952833333333333,750.0,9.3402,1.0,,6.2941666666666665,773.0,1.0,5.019,30.833772727272727,,1.0,8.830785714285714,6.737207865168539,36.78519762062025,7.0,10.545357142857142,,,0.8,0,,35.289344827586206,,0.6666666666666666,1.5496666666666665,7.076923076923077,0.116150874870911,,2,,0,,76.1091914836397,1099.0,0,224.76633333333334,0.11137417839840907,14.0485,6.427333333333333,,,0.18855451998494854,27.628500000000003,0,1,18.57661797752809,1,8.7486,0,0,0.4,,45.084202017446934,3,1.0,40.77911111111111,,17.846636363636364,,27.628500000000003,45.3150032016035,,0,,6.404018691588785,1074.0,23.229372549019608,
AS14.17,1,8.952833333333333,1099.0,224.76633333333334,0,,,124.3039,1.0,7.0,8.7178,,7.0,2,,,19.557995098039218,,171.89136842105262,0,7.2,0.15547728582395862,,20.426076923076923,,8.7486,1.0,,2.417,1225.0,1.0,,13.800366197183099,,1.0,8.6085,6.823867469879518,45.084202017446934,7.0,4.365666666666667,,,0.4,0,1099.0,53.28485714285714,,0.75,5.019,7.0,0.18855451998494854,,0,,0,,19.446318861367033,,0,,0.116150874870911,1.5496666666666665,10.545357142857142,,,0.16723933497618126,,1,0,30.833772727272727,0,8.29675,0,1,1.0,,76.1091914836397,2,1.0,38.536851063829786,,,,,43.63843721345413,,0,,6.427333333333333,1225.0,18.57661797752809,
AS14.17,1,20.426076923076923,1099.0,,0,65.28866666666667,,224.76633333333334,1.0,7.0,8.611600000000001,256.297,7.0,0,,,22.141971326164875,,205.8494761904762,1,7.4,0.15724706889424558,,51.550260869565214,1099.0,8.29675,1.0,,5.019,,1.0,,23.421329268292684,65.28866666666667,1.0,8.559571428571429,5.043131147540984,76.1091914836397,7.2,4.3254062499999995,,,1.0,0,,8.952833333333333,,0.75,,7.076923076923077,0.16723933497618126,,1,,0,,63.58590446004438,,0,191.66183333333333,0.18855451998494854,5.019,4.365666666666667,,,0.12116526023672414,,0,0,13.800366197183099,0,8.7178,0,0,1.0,,19.446318861367033,0,0.4,41.39335384615384,,,,256.297,54.58576923586945,,0,,10.545357142857142,,30.833772727272727,
AS14.17,1,51.550260869565214,1044.0,191.66183333333333,0,61.739230769230765,65.28866666666667,,1.0,7.0,10.283833333333334,,7.2,0,,,25.65514106583072,,176.72913333333332,0,6.6,0.12553366351172893,,27.8535,,8.7178,1.0,,3.01,,1.0,3.01,40.0365,19.146,1.0,9.271875,4.274294964028777,19.446318861367033,7.4,4.080645161290322,,,1.0,0,,20.426076923076923,,0.6,,7.2,0.12116526023672414,,0,256.297,0,,24.854648354289303,1044.0,1,116.99833333333333,0.16723933497618126,,4.3254062499999995,,,0.08819639532228142,,0,1,23.421329268292684,0,8.611600000000001,0,0,0.4,,63.58590446004438,0,0.4,41.463013698630135,,,,256.297,42.85979811325432,,0,,4.365666666666667,,13.800366197183099,
AS14.17,1,27.8535,1044.0,116.99833333333333,0,51.45070588235294,19.146,191.66183333333333,1.0,7.2,9.2964,,7.4,0,,,36.562171686746986,,161.33837931034483,0,7.25,0.08666105138614844,,44.61577142857143,,8.611600000000001,1.0,,3.01,,1.0,,58.74377380952381,18.012999999999998,1.0,9.4526875,4.609054726368159,63.58590446004438,6.6,5.198391891891892,,,0.4,0,1044.0,51.550260869565214,,0.4666666666666667,3.01,7.066666666666666,0.08819639532228142,,0,,0,,95.88826136968353,,0,144.8482857142857,0.12116526023672414,,4.080645161290322,,1259.0,0.05062149859943975,256.297,1,0,40.0365,0,10.283833333333334,2,0,0.4,,24.854648354289303,2,0.6,45.50329473684211,,65.28866666666667,,256.297,61.5563303601174,,1,,4.3254062499999995,1259.0,23.421329268292684,
AS14.17,2,44.61577142857143,1125.0,144.8482857142857,2,25.41140909090909,18.012999999999998,116.99833333333333,1.0,7.4,9.1542,31.128,6.6,0,,1259.0,41.97033450704225,,165.88307142857144,0,7.2,0.0702179357653696,,36.30115151515152,1044.0,10.283833333333334,1.0,,3.01,,1.0,,31.224413793103448,27.520764705882353,1.0,9.62225,5.681333333333333,24.854648354289303,7.25,6.4942761904761905,,,0.4,0,,27.8535,,0.6428571428571429,,7.071428571428571,0.05062149859943975,,1,,1,,87.6509561475955,1205.0,0,205.98681818181817,0.08819639532228142,3.01,5.198391891891892,,,0.07183591337438763,,0,1,58.74377380952381,0,9.2964,0,0,0.6,,95.88826136968353,2,1.0,38.40779268292683,,19.146,,31.128,70.62166894743469,,0,,4.080645161290322,1259.0,40.0365,
AS14.17,2,36.30115151515152,1200.0,205.98681818181817,0,22.40916216216216,27.520764705882353,144.8482857142857,1.0,6.6,8.1072,,7.25,2,,,35.92541694915254,,151.34013513513514,0,7.2,0.07742505810532771,,60.75054545454545,,9.2964,1.0,,,1259.0,1.0,,21.48935789473684,18.077125,1.0,8.8526,57.20526148409894,95.88826136968353,7.2,145.40874038461538,,,0.6,1,1205.0,44.61577142857143,,0.8571428571428571,,7.0,0.07183591337438763,,0,31.128,0,,66.68260800743106,1194.0,0,108.82116666666667,0.05062149859943975,,6.4942761904761905,,,0.10981776234215578,,1,1,31.224413793103448,0,9.1542,0,0,1.0,,87.6509561475955,2,1.0,47.17087128712871,2562.907,18.012999999999998,2562.907,31.128,81.85229970118324,,0,,5.198391891891892,1259.0,58.74377380952381,
AS14.17,6,60.75054545454545,1271.0,108.82116666666667,0,53.50317142857143,18.077125,205.98681818181817,1.0,7.25,20.176166666666667,70.46340000000001,7.2,0,,,32.564905844155845,,144.76802857142857,0,8.0,0.12737874299143537,,111.08533333333334,1205.0,9.1542,1.0,,8.035,,1.0,8.035,45.01515463917526,557.7620000000001,1.0,12.96025,54.2357003257329,87.6509561475955,7.2,8.632163265306122,,2562.907,1.0,0,1194.0,36.30115151515152,,0.7857142857142857,,7.214285714285714,0.10981776234215578,,1,,0,,28.719913664481624,1307.0,0,124.59766666666667,0.07183591337438763,,145.40874038461538,,698.0,0.20366097979108125,31.128,1,4,21.48935789473684,1,8.1072,1,0,1.0,,66.68260800743106,1,0.4,51.24582608695653,2562.907,27.520764705882353,,63.907500000000006,59.0465687860257,,0,,6.4942761904761905,698.0,31.224413793103448,
AS14.17,5,111.08533333333334,1284.0,124.59766666666667,1,78.04211111111111,557.7620000000001,108.82116666666667,1.0,7.2,9.259666666666666,,7.2,0,,698.0,35.53737890625,,116.70941666666667,0,7.2,0.1662525597704324,,20.770166666666665,1194.0,8.1072,1.0,,8.035,,1.0,,42.02515625,,1.0,12.773588235294117,52.63264037854889,66.68260800743106,8.0,6.226834782608695,,,1.0,0,1307.0,60.75054545454545,,0.7857142857142857,8.035,7.428571428571429,0.20366097979108125,,1,70.46340000000001,0,,13.208072977344488,,0,,0.10981776234215578,,8.632163265306122,,590.0,0.1868376213455872,,4,0,45.01515463917526,0,20.176166666666667,1,1,0.4,,28.719913664481624,2,1.0,58.63440476190476,2562.907,18.077125,,70.46340000000001,35.25411470869831,2562.907,0,,145.40874038461538,644.0,21.48935789473684,
