id,123call,2appCat.social,123calltime,2appCat.entertainment,2sms,123appCat.travel,2appCat.travel,3appCat.entertainment,3circumplex.valence,3mood,1appCat.other,1appCat.office,2mood,3sms,2appCat.finance,2smstime,123appCat.communication,1appCat.unknown,123appCat.entertainment,weekday_0,target,123activity,2appCat.weather,1appCat.social,3calltime,3appCat.other,2circumplex.valence,1appCat.weather,123appCat.utilities,3smstime,1circumplex.valence,1appCat.utilities,1appCat.communication,1appCat.travel,123circumplex.valence,123appCat.other,123appCat.builtin,3screen,1mood,1appCat.builtin,3appCat.unknown,2appCat.game,3circumplex.arousal,weekday_4,2calltime,3appCat.social,123appCat.weather,123circumplex.arousal,2appCat.utilities,123mood,2activity,3appCat.finance,3call,2appCat.office,weekday_3,123appCat.finance,1screen,1calltime,weekday_1,1appCat.entertainment,3activity,3appCat.utilities,2appCat.builtin,1appCat.finance,1smstime,1activity,3appCat.office,2call,1call,2appCat.communication,weekday_5,2appCat.other,1sms,weekday_6,2circumplex.arousal,2appCat.unknown,2screen,123sms,1circumplex.arousal,123appCat.social,123appCat.game,3appCat.travel,1appCat.game,123appCat.office,123screen,3appCat.game,weekday_2,123appCat.unknown,3appCat.builtin,123smstime,3appCat.communication,3appCat.weather
AS14.02,24,21.939758620689656,1015.0,27.639999999999997,1,,,81.99066666666667,0.6,6.8,12.279399999999999,,6.25,0,,1196.0,35.245017021276595,,44.53234285714286,0,7.25,0.21522820668751794,,22.640076923076922,1133.0,17.691333333333333,0.5,,,,0.25,,27.506646341463416,,0.46153846153846156,14.37995238095238,10.392761421319797,40.55112737758903,7.25,8.974981132075472,,,0.0,0,1060.0,37.890264150943395,,-0.23076923076923078,,6.769230769230769,0.26195103762156396,,2,,1,,35.76040994158442,957.0,0,33.01242105263158,0.13652373439609958,,8.585347826086956,,699.0,0.24720984804489024,,10,12,25.176166666666667,0,13.4434,1,0,-0.25,,25.025472389408428,2,-0.5,30.934294736842105,,,,,33.68628897785893,,0,,15.288123711340207,948.0,59.701253968253965,
AS14.02,23,22.640076923076922,995.0,33.01242105263158,1,58.34588888888889,,27.639999999999997,0.5,6.25,28.242800000000003,,7.25,1,,699.0,27.34957358490566,,26.13862068965517,0,6.5,0.2566371631699158,,16.67079411764706,1060.0,13.4434,0.25,,1.0225,1196.0,0.75,1.0225,29.31437634408602,58.34588888888889,0.5,16.85225,9.299885985748219,25.025472389408428,7.25,10.511709677419354,,,-0.25,1,957.0,21.939758620689656,,-0.16666666666666666,,6.916666666666667,0.24720984804489024,,10,,0,,47.54084241606973,809.0,0,21.728875,0.26195103762156396,,8.974981132075472,,1049.0,0.2607506038432932,,12,1,27.506646341463416,0,12.279399999999999,1,0,-0.5,,35.76040994158442,3,0.25,19.702381578947367,,,,,36.157089976932866,,0,,8.585347826086956,981.0,25.176166666666667,
AS14.02,20,16.67079411764706,937.0,21.728875,1,23.59269387755102,58.34588888888889,33.01242105263158,0.25,7.25,22.688,,7.25,1,,1049.0,27.031642066420666,,25.29105,0,6.0,0.31081395973220677,,13.318541666666667,957.0,12.279399999999999,0.75,,1.0225,699.0,0.5,,24.41451041666667,15.773225,0.5,21.1711875,9.950386046511628,35.76040994158442,6.5,10.53191836734694,,,-0.5,0,809.0,22.640076923076922,,-0.25,1.0225,7.0,0.2607506038432932,,12,,0,,28.762524758235063,921.0,0,24.16289655172414,0.24720984804489024,,10.511709677419354,,569.0,0.42448142730843685,,1,7,29.31437634408602,1,28.242800000000003,1,0,0.25,,47.54084241606973,3,-0.5,16.630605633802816,,,,,36.76457386441303,,0,,8.974981132075472,772.0,27.506646341463416,
AS14.02,14,13.318541666666667,867.0,24.16289655172414,1,22.003289855072463,15.773225,21.728875,0.75,7.25,11.015999999999998,,6.5,1,,569.0,25.333834615384617,,22.886032786885245,0,7.2,0.35451125482125756,,26.198666666666664,809.0,28.242800000000003,0.5,,2.2577499999999997,1049.0,-1.0,3.4929999999999994,21.362915492957747,18.10925,0.4444444444444444,24.029833333333332,11.813919191919192,47.54084241606973,6.0,14.613344,,,0.25,0,921.0,16.67079411764706,,-0.3333333333333333,,6.777777777777778,0.42448142730843685,,1,,0,,26.706708037940253,813.0,0,,0.2607506038432932,1.0225,10.53191836734694,,753.0,0.3783017333120427,,7,6,24.41451041666667,0,22.688,1,1,-0.5,,28.762524758235063,3,-2.0,16.3069375,,58.34588888888889,,,34.35136508137461,,0,,10.511709677419354,790.0,29.31437634408602,
AS14.02,14,26.198666666666664,902.0,,1,14.77897435897436,18.10925,24.16289655172414,0.5,6.5,15.8224,,6.0,1,,753.0,22.456090476190475,,24.36918181818182,1,8.0,0.3642010929677598,,9.467,921.0,22.688,-1.0,,3.4929999999999994,569.0,0.4,,19.88881395348837,8.869222222222222,0.3,18.854666666666667,11.919549079754601,28.762524758235063,7.2,9.461351851851852,,,-0.5,0,813.0,13.318541666666667,,-0.7,3.4929999999999994,6.8,0.3783017333120427,,7,,0,,20.912221131416477,1309.0,0,24.767999999999997,0.42448142730843685,,14.613344,,,0.28982011828279997,,6,1,21.362915492957747,0,11.015999999999998,0,0,-2.0,,26.706708037940253,2,-0.6,13.951348837209302,,15.773225,,,26.28379232512102,,0,,10.53191836734694,661.0,24.41451041666667,
AS14.02,15,9.467,895.0,24.767999999999997,0,13.732394736842105,8.869222222222222,,-1.0,6.0,7.060666666666666,,7.2,1,,,23.30257222222222,,14.602875,0,7.25,0.2850653005889902,,18.939,813.0,11.015999999999998,0.4,,8.315818181818182,753.0,1.0,9.387555555555556,27.61328787878788,,0.5,12.367777777777778,12.152714285714286,26.706708037940253,8.0,10.124649999999999,,,-2.0,0,1309.0,26.198666666666664,,-0.2,,7.4,0.28982011828279997,,6,,0,,28.885864593088634,904.0,1,5.633647058823529,0.3783017333120427,3.4929999999999994,9.461351851851852,,874.0,0.18707405017212791,,1,8,19.88881395348837,0,15.8224,7,0,-0.6,,20.912221131416477,8,0.75,15.321818181818182,,18.10925,,,25.539267061725926,,0,,14.613344,859.0,21.362915492957747,
AS14.02,23,18.939,1019.0,5.633647058823529,7,8.869222222222222,,24.767999999999997,0.4,7.2,,,8.0,0,,874.0,25.81498347107438,,13.526388888888889,0,6.666666666666667,0.22548344401770865,,12.693,1309.0,15.8224,1.0,,9.387555555555556,,0.5,,37.15975,,0.6153846153846154,12.53675,9.720212328767124,20.912221131416477,7.25,8.188833333333333,,,-0.6,0,904.0,9.467,,-0.15384615384615385,9.387555555555556,7.461538461538462,0.18707405017212791,,1,,0,,38.96038891209497,1064.0,0,4.9145,0.28982011828279997,,10.124649999999999,,609.0,0.1736288831786874,,8,14,27.61328787878788,0,7.060666666666666,1,0,0.75,,28.885864593088634,8,-0.5,11.404111111111112,,8.869222222222222,,,25.913766050557484,,1,,9.461351851851852,841.0,19.88881395348837,
AS14.02,38,12.693,976.0,4.9145,1,,,5.633647058823529,1.0,8.0,,,7.25,7,,609.0,29.08197435897436,,5.496666666666667,0,6.5,0.19157569760073753,,,904.0,7.060666666666666,0.5,,9.387555555555556,874.0,0.3333333333333333,,,,0.6363636363636364,7.060666666666666,10.131088235294117,28.885864593088634,6.666666666666667,12.5133,,,0.75,0,1064.0,18.939,,0.0,,7.363636363636363,0.1736288831786874,,8,,1,,27.320999920368198,936.0,0,,0.18707405017212791,9.387555555555556,8.188833333333333,,717.0,0.3532763532763534,,14,16,37.15975,0,,1,0,-0.5,,38.96038891209497,9,-0.3333333333333333,16.4406,,,,,30.36961017826857,,0,,10.124649999999999,827.0,27.61328787878788,
AS14.02,40,,1015.0,,1,,,4.9145,0.5,7.25,,,6.666666666666667,1,,717.0,32.23453333333333,,4.9145,0,6.5,0.23314189030424357,,,1064.0,,0.3333333333333333,,,609.0,0.0,,12.533666666666665,,0.2727272727272727,,9.800260869565218,38.96038891209497,6.5,2.0069999999999997,,,-0.5,1,936.0,12.693,,-0.18181818181818182,,6.818181818181818,0.3532763532763534,,14,,0,,13.744999885559073,1074.0,0,,0.1736288831786874,,12.5133,,947.0,0.4700854700854705,,16,10,,0,,7,0,-0.3333333333333333,,27.320999920368198,9,0.25,12.693,,,,,34.07223999023438,,0,,8.188833333333333,884.0,37.15975,
AS14.02,29,,1012.0,,7,,,,0.3333333333333333,6.666666666666667,,,6.5,1,,947.0,12.533666666666665,,,0,5.666666666666667,0.411680911680912,,,936.0,,0.0,,,717.0,0.0,,,,0.09090909090909091,,11.558181818181817,27.320999920368198,6.5,,,,-0.3333333333333333,0,1074.0,,,0.0,,6.545454545454546,0.4700854700854705,,16,,0,,,1211.0,0,,0.3532763532763534,,2.0069999999999997,,,,,10,3,12.533666666666665,1,,0,0,0.25,,13.744999885559073,8,0.0,,,,,,21.502714191164287,,0,,12.5133,918.0,,
AS14.02,14,,1118.0,,0,,,,0.0,6.5,,,6.5,7,,,18.323666666666664,,,0,5.0,0.48005698005698033,,,1074.0,,0.0,,,947.0,-0.3333333333333333,,24.113666666666667,,-0.09090909090909091,,6.0485,13.744999885559073,5.666666666666667,10.09,,,0.25,0,1211.0,,,-0.09090909090909091,,6.2727272727272725,,,10,,0,,93.66100001335155,1283.0,0,,0.4700854700854705,,,,,0.5,,3,1,,0,,0,1,0.0,,,7,-0.6666666666666666,,,,,,45.71139993667607,,0,,2.0069999999999997,947.0,12.533666666666665,
AS14.02,13,,1104.0,,0,,,,0.0,6.5,,,5.666666666666667,0,,,24.113666666666667,,,1,5.5,0.5,,,1211.0,,-0.3333333333333333,,,,0.0,,,,-0.1,,10.09,,5.0,,,,0.0,0,1283.0,,,-0.4,,5.8,0.5,,3,,0,,,1049.0,0,,,,10.09,,698.0,,,1,9,24.113666666666667,0,,3,0,-0.6666666666666666,,93.66100001335155,3,-0.6666666666666666,,,,,,93.66100001335155,,0,,,698.0,,
AS14.02,18,,1037.0,,3,,,,-0.3333333333333333,5.666666666666667,,,5.0,0,,698.0,24.113666666666667,,,0,5.666666666666667,0.5,,,1283.0,,0.0,,,,-0.5,,,,-0.25,,10.09,93.66100001335155,5.5,,,,-0.6666666666666666,0,1049.0,,,-0.625,,5.375,,,1,,0,,,994.0,1,,0.5,,,,,,,9,8,,0,,0,0,-0.6666666666666666,,,3,-0.5,,,,,,93.66100001335155,,0,,10.09,698.0,24.113666666666667,
AS14.02,32,,1040.0,,0,,,,0.0,5.0,,,5.5,3,,,,,,0,5.5,0.075,,35.629000000000005,1049.0,,-0.5,,,698.0,-0.3333333333333333,,,,-0.25,,,,5.666666666666667,,,,-0.6666666666666666,0,994.0,,,-0.875,,5.375,,,9,,0,,6.54000008106234,1059.0,0,,,,,,821.0,0.075,,8,15,,0,,2,0,-0.5,,,5,-1.3333333333333333,35.629000000000005,,,,,6.54000008106234,,1,,,747.0,,
AS14.02,30,35.629000000000005,1098.0,,2,,,,-0.5,5.5,,,5.666666666666667,0,,821.0,,,,0,7.0,0.09761904761904767,,,994.0,,-0.3333333333333333,,,,0.5,,,,-0.14285714285714285,,,,5.5,,,,-0.5,0,1059.0,,,-0.7142857142857143,,5.571428571428571,0.075,,8,,1,,,1303.0,0,,,,,,810.0,0.14285714285714302,,15,7,,0,,1,0,-1.3333333333333333,,6.54000008106234,3,0.0,35.629000000000005,,,,,6.54000008106234,,0,,,817.0,,
AS14.02,22,,1136.0,,1,,,,-0.3333333333333333,5.666666666666667,,,5.5,2,,810.0,,,,0,9.0,0.08183497536945818,,,1059.0,,0.5,,,821.0,-0.5,,,,-0.14285714285714285,,,6.54000008106234,7.0,,,,-1.3333333333333333,1,1303.0,35.629000000000005,,-0.7142857142857143,,6.0,0.14285714285714302,,15,,0,,,,0,,0.075,,,,,0.0344827586206897,,7,0,,0,,0,0,0.0,,,3,-0.5,35.629000000000005,,,,,6.54000008106234,,0,,,817.0,,
AS14.02,7,,1303.0,,0,,,,0.5,5.5,,,7.0,1,,,,,,0,,0.08866995073891636,,,1303.0,,-0.5,,,810.0,1.0,,,,0.2,,,,9.0,,,,0.0,0,,,,-0.4,,6.8,0.0344827586206897,,7,,0,,,,0,,0.14285714285714302,,,,,,,0,0,,1,,0,0,-0.5,,,1,-1.0,,,,,,,,0,,,810.0,,
AS14.02,0,,,,0,,,,-0.5,7.0,,,9.0,0,,,,,,0,,0.0344827586206897,,,,,1.0,,,,,,,,0.0,,,,,,,,-0.5,0,,,,-0.6666666666666666,,7.666666666666667,,,0,,0,,,,0,,0.0344827586206897,,,,,,,0,0,,0,,0,1,-1.0,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,1.0,9.0,,,,0,,,,,,1,,,,,,,,,,,,,,,1.0,,,,,,,,-1.0,0,,,,-1.0,,9.0,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,1,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,1,,,,0,,,,,,,,,0,,,,,
AS14.02,0,,,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,,,0,,,,,,,,,0,0,,0,,0,0,,,,0,,,,,,,,,0,,,,,
AS14.03,4,,1195.0,,0,,,,,,,,,1,,,,,,0,,,,,,,,,,988.0,,,,,,,,,,,,,,0,1115.0,,,,,,,,0,,1,,,1276.0,0,,,,,,960.0,,,2,2,,0,,1,0,,,,2,,,,,,,,,0,,,974.0,,
AS14.03,5,,1194.0,,1,,,,,,,,,0,,960.0,,,,0,,,,,1115.0,,,,,,,,,,,,,,,,,,,1,1276.0,,,,,,,,2,,0,,,1189.0,0,,,,,,,,,2,1,,0,,0,0,,,,1,,,,,,,,,0,,,960.0,,
AS14.03,19,,1029.0,,0,,,,,,,,,1,,,,,,0,,,,,1276.0,,,,,960.0,,,,,,,,,,,,,,0,1189.0,,,,,,,,2,,0,,,988.0,0,,,,,,917.0,,,1,16,,1,,2,0,,,,3,,,,,,,,,0,,,931.0,,
AS14.03,27,,888.0,,2,,,,,,,,,0,,917.0,,,,0,,,,,1189.0,,,,,,,,,,,,,,,,,,,0,988.0,,,,,,,,1,,0,,,698.0,0,,,,,,1061.0,,,16,10,,0,,5,1,,,,7,,,,,,,,,0,,,1020.0,,
AS14.03,28,,909.0,,5,,,,,,,,,2,,1061.0,,,,1,,,,,988.0,,,,,917.0,,,,,,,,,,,,,,0,698.0,,,,,,,,16,,0,,,1330.0,0,,,,,,,,,10,2,,0,,0,0,,,,7,,,,,,,,,0,,,1020.0,,
AS14.03,13,,781.0,,0,,,,,,,,,5,,,,,,0,,,,,698.0,,,,,1061.0,,,,,,,,,,,,,,0,1330.0,,,,,,,,10,,0,,,507.0,1,,,,,,,,,2,1,,0,,0,0,,,,5,,,,,,,,,0,,,1061.0,,
AS14.03,3,,1056.0,,0,,,,,,,,,0,,,,,,0,,,,,1330.0,,,,,,,,,,,,,,,,,,,0,507.0,,,,,,,,2,,0,,,,0,,,,,,,,,1,0,,0,,0,0,,,,0,,,,,,,,,1,,,,,
AS14.03,1,,507.0,,0,,,,,,,,,0,,,,,,0,,,,,507.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,1,,,,0,,,,,,867.0,,,0,0,,0,,1,0,,,,1,,,,,,,,,0,,,867.0,,
AS14.03,1,,984.0,,1,,,,,,,,,0,,867.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,984.0,0,,,,,,1187.0,,,0,1,,0,,1,0,,,,2,,,,,,,,,0,,,1027.0,,
AS14.03,3,,791.0,,1,,,,,,,,,1,,1187.0,,,,0,,,,,,,,,,867.0,,,,,,,,,,,,,,0,984.0,,,,,,,,0,,0,,,695.0,0,,,,,,,,,1,2,,1,,0,0,,,,2,,,,,,,,,0,,,1027.0,,
AS14.03,10,,863.0,,0,,,,,,,,,1,,,,,,0,,,,,984.0,,,,,1187.0,,,,,,,,,,,,,,0,695.0,,,,,,,,1,,0,,,894.0,0,,,,,,537.0,,,2,7,,0,,3,1,,,,4,,,,,,,,,0,,,699.0,,
AS14.03,11,,847.0,,3,,,,,,,,,0,,537.0,,,,1,,,,,695.0,,,,,,,,,,,,,,,,,,,0,894.0,,,,,,,,2,,0,,,835.0,0,,,,,,,,,7,2,,0,,0,0,,,,3,,,,,,,,,0,,,537.0,,
AS14.03,10,,856.0,,0,,,,,,,,,3,,,,,,0,,,,,894.0,,,,,537.0,,,,,,,,,,,,,,0,835.0,,,,,,,,7,,0,,,635.0,1,,,,,,974.0,,,2,1,,0,,1,0,,,,4,,,,,,,,,0,,,646.0,,
AS14.03,3,,768.0,,1,,,,,,,,,0,,974.0,,,,0,,,,,835.0,,,,,,,,,,,,,,,,,,,0,635.0,,,,,,,,2,,0,,,,0,,,,,,,,,1,0,,0,,0,0,,,,1,,,,,,,,,1,,,974.0,,
AS14.03,2,,966.0,,0,,,,,,,,,1,,,,,,0,,,,,635.0,,,,,974.0,,,,,,,,,,,,,,0,,,,,,,,,1,,1,,,1297.0,0,,,,,,602.0,,,0,1,,0,,1,0,,,,2,,,,,,,,,0,,,788.0,,
AS14.03,1,,1297.0,,1,,,,,,,,,0,,602.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1297.0,,,,,,,,0,,0,,,,0,,,,,,,,,1,0,,0,,0,0,,,,1,,,,,,,,,0,,,602.0,,
AS14.03,3,,967.0,,0,,,,,,,,,1,,,,,,0,,,,,1297.0,,,,,602.0,,,,,,,,,,,,,,0,,,,,,,,,1,,0,,,802.0,0,,,,,,,,,0,2,,1,,0,0,,,,1,,,,,,,,,0,,,602.0,,
AS14.03,4,,812.0,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,802.0,,,,,,,,0,,0,,,823.0,0,,,,,,836.0,,,2,2,,0,,3,1,,,,3,,,,,,,,,0,,,836.0,,
AS14.03,4,,812.0,,3,,,,,,,,,0,,836.0,,,,1,,,,,802.0,,,,,,,,,,,,,,,,,,,0,823.0,,,,,,,,2,,0,,,,0,,,,,,940.0,,,2,0,,0,,3,0,,,,6,,,,,,,,,0,,,888.0,,
AS14.03,6,,727.0,,3,,,,,,,,,3,,940.0,,,,0,,,,,823.0,,,,,836.0,,,,,,,,,,,,,,0,,,,,,,,,2,,0,,,680.0,1,,,,,,,,,0,4,,0,,0,0,,,,6,,,,,,,,,0,,,888.0,,
AS14.03,7,,727.0,,0,,,,,,,,,3,,,,,,0,,,,,,,,,,940.0,,,,,,,,,,,,,,0,680.0,,,,,,,,0,,0,,,790.0,0,,,,,,,,,4,3,,0,,0,0,,,,3,,,,,,,,,1,,,940.0,,
