,id,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,target,smstime,calltime,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
72,AS14.01,7.8,-0.3333333333333333,0.9230769230769232,0.08848591549505998,92.29948027449251,8,4,8.028566210045662,44.59851700680272,45.81434482758621,33.73017073170732,72.83847368421051,28.098000000000006,13.824000000000002,96.3229,17.049875,26.497983974358974,17.861227272727273,30.386,8.0,955.0,950.0,0,0,0,0,0,1,0
73,AS14.01,7.866666666666666,-0.26666666666666666,1.0,0.062049057446534925,99.21101534519049,7,5,8.605040201005025,51.90227135678393,99.60288888888887,31.990059523809524,72.83847368421051,28.098000000000006,7.340125,98.2635,143.631,30.102,19.34557142857143,30.386,8.0,962.0,952.0,0,0,0,0,0,0,1
135,AS14.02,6.333333333333332,0.0,0.0,0.2717383556721589,31.09749210821956,17,1,17.72476325088339,26.345301652892562,28.59733333333333,,,,22.542607142857147,9.555545454545452,15.7125,,4.831927929292929,,6.75,969.0,964.0,1,0,0,0,0,0,0
136,AS14.02,6.571428571428571,0.2857142857142857,0.2857142857142857,0.1680684149503257,46.29920682256871,15,1,15.45051269035533,35.88599272727272,184.454,,,,18.955740740740737,10.541444444444442,15.7125,,4.831927929292929,,8.2,967.0,964.0,0,1,0,0,0,0,0
137,AS14.02,7.25,0.4166666666666667,0.5,0.20787432667041228,46.385940763622656,23,2,16.76714973262032,41.29190747330961,298.72366666666665,,,,18.76646875,10.803978260869565,24.70825363784235,,4.831927929292929,,6.8,965.0,957.0,0,0,1,0,0,0,0
138,AS14.02,7.2857142857142865,0.5,0.5714285714285714,0.2548957507490585,49.469690482337754,24,2,13.110525547445256,37.707119453924925,139.81300000000002,,,,15.681947368421055,10.682558823529412,17.72390625,,4.831927929292929,,7.25,965.0,953.0,0,0,0,1,0,0,0
139,AS14.02,7.428571428571429,0.21428571428571427,0.6428571428571429,0.25804703377214266,37.40254825196769,30,3,13.904112412177986,32.648274436090226,17.330479999999998,,,,14.795526315789473,11.872030303030305,17.72390625,,4.831927929292929,,7.5,969.0,954.0,0,0,0,0,1,0,0
140,AS14.02,7.153846153846153,-0.2307692307692308,0.6153846153846154,0.28142821398703266,53.861231819608,25,3,12.014768898488118,36.06543127962085,32.15692,,,,12.7965,14.932473684210525,20.189220000000002,,4.831927929292929,,6.5,972.0,963.0,0,0,0,0,0,1,0
141,AS14.02,7.083333333333332,-0.75,0.3333333333333333,0.3248988573144521,47.05854786826247,45,3,10.97697966728281,31.636281105990786,40.99016129032258,,,,10.5003125,13.074450704225352,21.45461403508772,,4.831927929292929,,6.25,968.0,967.0,0,0,0,0,0,0,1
142,AS14.02,6.75,-0.9166666666666666,0.08333333333333333,0.3389714973862185,46.087009906296686,43,3,9.911911764705883,32.917592964824124,39.75297368421053,,,,11.91775,13.643408450704223,22.60092727272727,,4.831927929292929,,6.4,960.0,966.0,1,0,0,0,0,0,0
143,AS14.02,6.384615384615384,-0.5384615384615384,-0.2307692307692308,0.29185269889259235,31.009870839615672,38,2,9.281590476190477,34.03216243654823,34.41352173913043,,,,14.375153846153847,13.5577,22.21528260869565,,4.831927929292929,,7.75,954.0,966.0,0,1,0,0,0,0,0
144,AS14.02,6.769230769230768,-0.6153846153846154,0.15384615384615385,0.2157832758420814,27.68576334136821,20,1,12.905224324324324,41.301789189189186,41.809090909090905,,,,13.860571428571427,15.806914285714285,23.83375471698113,,4.831927929292929,,7.2,953.0,971.0,0,0,1,0,0,0,0
145,AS14.02,7.071428571428571,-0.7142857142857143,0.2857142857142857,0.22686392658793195,30.07514955422708,17,0,14.704636125654455,40.65746829268293,42.896268292682926,,,,11.608866666666666,30.84557142857143,24.70825363784235,,4.831927929292929,,7.25,953.0,978.0,0,0,0,1,0,0,0
146,AS14.02,7.384615384615384,-0.8461538461538461,0.5384615384615384,0.2511053753948156,32.973945890973226,15,0,16.451205314009663,35.554029914529906,40.893214285714286,,,,37.46263636363636,30.893724137931038,24.70825363784235,,4.477533333333334,,6.8,953.0,982.0,0,0,0,0,1,0,0
147,AS14.02,7.071428571428571,-0.6428571428571429,0.5,0.26146693313537755,32.75143568199205,16,2,14.125650837988827,29.85030396475771,33.88906896551724,,,,33.31377777777778,50.70469767441861,24.70825363784235,,4.477533333333334,,7.25,959.0,983.0,0,0,0,0,0,1,0
148,AS14.02,7.0769230769230775,-0.4615384615384616,0.4615384615384616,0.3076388973535618,30.300010720036067,15,2,53.3072467866324,32.24070202020202,61.12672972972973,,,,35.01396153846154,53.58766129032258,15.676375,,4.477533333333334,,7.0,965.0,983.0,0,0,0,0,0,0,1
149,AS14.02,7.0,-0.7692307692307693,0.5384615384615384,0.3129722886983956,30.394730853445736,22,3,52.86313736263736,31.89696453900709,62.23473469387754,,,,10.059931034482759,51.65173913043478,15.676375,,4.831927929292929,,7.2,968.0,981.0,1,0,0,0,0,0,0
150,AS14.02,7.153846153846153,-0.8461538461538461,0.4615384615384616,0.2774031379106109,31.29935798497075,28,3,48.68182412060301,35.393006172839506,67.420675,,,,9.9124,65.57695454545454,15.676375,,4.831927929292929,,7.4,968.0,981.0,0,1,0,0,0,0,0
151,AS14.02,7.2142857142857135,-0.6428571428571429,0.6428571428571429,0.21976635271466485,27.29301362525333,26,4,13.155401662049858,27.00432967032967,41.720365853658535,,,,12.712733333333333,53.18027083333334,57.53333333333334,,4.831927929292929,,6.4,965.0,982.0,0,0,1,0,0,0,0
152,AS14.02,7.0,-0.5333333333333333,0.3333333333333333,0.2458180058843215,29.440377948791017,18,3,14.631830049261087,28.1098125,46.883709677419354,,,,18.04081818181818,43.1805593220339,57.53333333333334,,4.831927929292929,,5.75,964.0,984.0,0,0,0,1,0,0,0
153,AS14.02,6.571428571428571,-0.35714285714285715,0.21428571428571427,0.3011956446328922,32.007280602068995,6,1,14.41034210526316,27.77549116607774,51.47553125,,,,17.68042857142857,12.143134615384614,36.860777777777784,,4.831927929292929,,6.4,962.0,983.0,0,0,0,0,1,0,0
154,AS14.02,6.2142857142857135,-0.7142857142857143,0.0,0.2896322527728609,33.43255877356997,9,0,10.833825870646764,30.54669934640523,74.37403125,,,,15.169454545454546,13.526558139534886,26.5245,,4.831927929292929,,7.4,962.0,982.0,0,0,0,0,0,1,0
155,AS14.02,6.571428571428571,-0.5,0.2857142857142857,0.2905653063331581,44.659574958812115,16,1,9.859580498866212,28.572216393442627,44.85414583333333,,,,13.29917391304348,18.655428571428573,25.22732142857143,,4.831927929292929,,4.5,961.0,979.0,0,0,0,0,0,0,1
156,AS14.02,6.2142857142857135,-0.7142857142857143,-0.07142857142857142,0.25974865969877026,47.59641121703887,20,1,10.503336206896552,29.09824311926605,43.592,,,,12.716363636363635,21.391162162162164,24.2544375,,4.831927929292929,,6.8,961.0,977.0,1,0,0,0,0,0,0
157,AS14.02,6.357142857142858,-0.2857142857142857,0.07142857142857142,0.22571867636894746,53.18991013441217,17,1,11.882899408284025,37.03126903553299,39.116,,,,13.169777777777776,32.41874390243902,24.2544375,,4.831927929292929,,6.25,960.0,975.0,0,1,0,0,0,0,0
158,AS14.02,5.9230769230769225,-0.38461538461538464,0.0,0.20323041954683696,34.548154402597284,18,1,10.95983445945946,36.99671428571428,48.44925,,,,13.52965,30.359790000000004,24.70825363784235,,4.831927929292929,,7.25,961.0,976.0,0,0,1,0,0,0,0
159,AS14.02,6.769230769230768,-0.2307692307692308,0.4615384615384616,0.21522820668751794,33.68628897785893,24,2,10.392761421319797,35.245017021276595,44.53234285714286,,,,14.37995238095238,30.93429473684211,24.70825363784235,,4.831927929292929,,7.25,961.0,977.0,0,0,0,1,0,0,0
160,AS14.02,6.916666666666668,-0.16666666666666666,0.5,0.2566371631699158,36.157089976932866,23,3,9.29988598574822,27.349573584905663,26.13862068965517,,,,16.85225,19.702381578947367,58.345888888888894,,1.0225,,6.5,961.0,978.0,0,0,0,0,1,0,0
161,AS14.02,7.0,-0.25,0.5,0.3108139597322068,36.76457386441303,20,3,9.950386046511628,27.031642066420666,25.29105,,,,21.1711875,16.630605633802816,23.59269387755102,,1.0225,,6.0,958.0,977.0,0,0,0,0,0,1,0
162,AS14.02,6.777777777777778,-0.3333333333333333,0.4444444444444444,0.3545112548212576,34.35136508137461,14,3,11.813919191919194,25.33383461538461,22.88603278688525,,,,24.02983333333333,16.3069375,22.003289855072467,,2.25775,,7.2,955.0,975.0,0,0,0,0,0,0,1
163,AS14.02,6.8,-0.7,0.3,0.3642010929677598,26.28379232512102,14,2,11.919549079754601,22.456090476190475,24.36918181818182,,,,18.854666666666667,13.951348837209304,14.77897435897436,,3.4929999999999994,,8.0,952.0,974.0,1,0,0,0,0,0,0
164,AS14.02,7.4,-0.2,0.5,0.2850653005889902,25.53926706172593,15,8,12.152714285714286,23.302572222222217,14.602875,,,,12.367777777777777,15.321818181818182,13.732394736842105,,8.315818181818182,,7.25,947.0,973.0,0,1,0,0,0,0,0
165,AS14.02,7.461538461538463,-0.15384615384615385,0.6153846153846154,0.22548344401770865,25.913766050557484,23,8,9.720212328767124,25.81498347107438,13.526388888888887,,,,12.53675,11.404111111111114,8.869222222222222,,9.387555555555558,,6.666666666666668,943.0,974.0,0,0,1,0,0,0,0
166,AS14.02,7.363636363636362,0.0,0.6363636363636364,0.19157569760073756,30.36961017826857,38,9,10.131088235294117,29.08197435897436,5.496666666666667,,,,7.060666666666666,16.4406,24.70825363784235,,9.387555555555558,,6.5,938.0,974.0,0,0,0,1,0,0,0
167,AS14.02,6.8181818181818175,-0.18181818181818185,0.2727272727272727,0.2331418903042436,34.07223999023438,40,9,9.800260869565216,32.23453333333333,4.9145,,,,16.722988617442972,12.693,24.70825363784235,,4.831927929292929,,6.5,935.0,976.0,0,0,0,0,1,0,0
168,AS14.02,6.545454545454546,0.0,0.09090909090909093,0.4116809116809121,21.502714191164287,29,8,11.558181818181815,12.533666666666665,52.68862215642752,,,,16.722988617442972,24.801627715123722,24.70825363784235,,4.831927929292929,,5.666666666666668,935.0,977.0,0,0,0,0,0,1,0
169,AS14.02,6.2727272727272725,-0.09090909090909093,-0.09090909090909093,0.4800569800569803,45.711399936676074,14,7,6.0485,18.323666666666664,52.68862215642752,,,,16.722988617442972,24.801627715123722,24.70825363784235,,4.831927929292929,,5.0,935.0,978.0,0,0,0,0,0,0,1
170,AS14.02,5.8,-0.4,-0.1,0.5,93.66100001335155,13,3,10.09,24.11366666666667,52.68862215642752,,,,16.722988617442972,24.801627715123722,24.70825363784235,,4.831927929292929,,5.5,932.0,980.0,1,0,0,0,0,0,0
171,AS14.02,5.375,-0.625,-0.25,0.5,93.66100001335155,18,3,10.09,24.11366666666667,52.68862215642752,,,,16.722988617442972,24.801627715123722,24.70825363784235,,4.831927929292929,,5.666666666666668,929.0,980.0,0,1,0,0,0,0,0
172,AS14.02,5.375,-0.875,-0.25,0.075,6.54000008106234,32,5,15.172587806364938,30.472810566402696,52.68862215642752,,,,16.722988617442972,35.62900000000001,24.70825363784235,,4.831927929292929,,5.5,925.0,982.0,0,0,1,0,0,0,0
173,AS14.02,5.571428571428571,-0.7142857142857143,-0.14285714285714285,0.09761904761904767,6.54000008106234,30,3,15.172587806364938,30.472810566402696,52.68862215642752,,,,16.722988617442972,35.62900000000001,24.70825363784235,,4.831927929292929,,7.0,923.0,985.0,0,0,0,1,0,0,0
174,AS14.02,6.0,-0.7142857142857143,-0.14285714285714285,0.08183497536945818,6.54000008106234,22,3,15.172587806364938,30.472810566402696,52.68862215642752,,,,16.722988617442972,35.62900000000001,24.70825363784235,,4.831927929292929,,9.0,922.0,987.0,0,0,0,0,1,0,0
250,AS14.03,9.0,1.0,2.0,0.11391356401135806,33.299080018997195,18,5,15.277727272727272,45.38786842105264,31.533900000000006,32.26629008323719,,10.046,36.2392,6.448199567099567,28.749886920024416,82.96436507936508,8.660688827838827,30.415750000000003,7.8,923.0,969.0,0,0,0,0,0,1,0
251,AS14.03,8.142857142857142,0.8571428571428571,1.2857142857142858,0.19138830864508607,35.31550001120959,24,4,13.268224489795921,29.907315068493148,47.19942718446602,32.26629008323719,,10.046,30.13352380952381,6.448199567099567,24.077857142857145,82.96436507936508,4.35,30.415750000000003,8.2,926.0,969.0,0,0,0,0,0,0,1
252,AS14.03,8.166666666666666,0.4166666666666667,1.25,0.1322694263201946,39.14990795805864,14,4,13.134701149425288,30.465752066115698,35.49963440860215,36.364,,34.4088,23.900891891891888,6.448199567099567,29.59666666666667,82.96436507936508,4.35,44.854,7.8,928.0,968.0,1,0,0,0,0,0,0
